command,description,file_path,option
"grep -b ""#include""","Finds the line containing ""#include"" and prints the byte offset before it.",main.cpp,-b
"grep -b ""using namespace std""","Finds the line containing ""using namespace std"" and prints the byte offset before it.",main.cpp,-b
"grep -b ""int main()""","Finds the line containing ""int main()"" and prints the byte offset before it.",main.cpp,-b
"grep -b ""endl""","Finds the line containing ""endl"" and prints the byte offset before it.",main.cpp,-b
"grep -b ""\<main\>""","Finds the line containing the word ""main"" and prints the byte offset before it.",main.cpp,-b
"grep -b ""\<iostream\>""","Finds the line containing the word ""iostream"" and prints the byte offset before it.",main.cpp,-b
"grep -b ""\<return\>""","Finds the line containing the word ""return"" and prints the byte offset before it.",main.cpp,-b
grep -b 'require' app.rb,Find all lines containing the word 'require' and print their byte offsets.,app.rb,-b
grep -b 'sinatra' app.rb,Find all lines containing the word 'sinatra' and print their byte offsets.,app.rb,-b
grep -b 'pry' app.rb,Find all lines containing the word 'pry' and print their byte offsets.,app.rb,-b
grep -b 'YAML' app.rb,Find all lines containing the word 'YAML' and print their byte offsets.,app.rb,-b
grep -b 'Tilt/Erubis' app.rb,Find all lines containing the phrase 'Tilt/Erubis' and print their byte offsets.,app.rb,-b
grep -b 'reloader' app.rb,Find all lines containing the word 'reloader' and print their byte offsets.,app.rb,-b
grep -b '^#' app.rb,Find all lines starting with a '#' (comment) and print their byte offsets.,app.rb,-b
grep -b 'require ' app.rb,Find all lines containing the phrase 'require ' and print their byte offsets.,app.rb,-b
grep -b 'require.*gem' app.rb,Find all lines containing 'require' followed by any characters and then 'gem' and print their byte offsets.,app.rb,-b
grep -b 'require.*' app.rb,Find all lines containing 'require' followed by any characters and print their byte offsets.,app.rb,-b
grep -b 'Hello World!' server.js,Find the byte offset of the line containing 'Hello World!',server.js,-b
grep -b 'express' server.js,Find the byte offset of the lines containing 'express',server.js,-b
grep -b 'app.get' server.js,Find the byte offset of the line containing 'app.get',server.js,-b
grep -b 'app.listen' server.js,Find the byte offset of the line containing 'app.listen',server.js,-b
grep -b 'console.log' server.js,Find the byte offset of the line containing 'console.log',server.js,-b
grep -b 'res.send' server.js,Find the byte offset of the line containing 'res.send',server.js,-b
grep -b 'req' server.js,Find the byte offset of the lines containing 'req',server.js,-b
grep -b 'res' server.js,Find the byte offset of the lines containing 'res',server.js,-b
grep -b '3000' server.js,Find the byte offset of the lines containing '3000',server.js,-b
grep -b '//' server.js,Find the byte offset of the lines containing comments,server.js,-b
"grep -b ""workbench.colorTheme"" settings.json","Find the line containing ""workbench.colorTheme"" and print the byte offset before it.",settings.json,-b
"grep -b ""workbench.iconTheme"" settings.json","Find the line containing ""workbench.iconTheme"" and print the byte offset before it.",settings.json,-b
"grep -b ""workbench.startupEditor"" settings.json","Find the line containing ""workbench.startupEditor"" and print the byte offset before it.",settings.json,-b
"grep -b ""workbench.editor.showTabs"" settings.json","Find the line containing ""workbench.editor.showTabs"" and print the byte offset before it.",settings.json,-b
"grep -b ""workbench.editor.labelFormat"" settings.json","Find the line containing ""workbench.editor.labelFormat"" and print the byte offset before it.",settings.json,-b
"grep -b ""Default Light+"" settings.json","Find the line containing ""Default Light+"" and print the byte offset before it.",settings.json,-b
"grep -b ""vscode-icons"" settings.json","Find the line containing ""vscode-icons"" and print the byte offset before it.",settings.json,-b
"grep -b ""newUntitledFile"" settings.json","Find the line containing ""newUntitledFile"" and print the byte offset before it.",settings.json,-b
"grep -b ""false"" settings.json","Find the lines containing ""false"" and print the byte offset before them.",settings.json,-b
"grep -b ""short"" settings.json","Find the line containing ""short"" and print the byte offset before it.",settings.json,-b
grep -b 'spring-boot-starter-web' build.gradle,Find the byte offset of the line containing 'spring-boot-starter-web' in build.gradle,build.gradle,-b
grep -b 'org.springframework.boot' build.gradle,Find the byte offsets of all lines containing 'org.springframework.boot' in build.gradle,build.gradle,-b
grep -b 'implementation' build.gradle,Find the byte offsets of all lines containing 'implementation' in build.gradle,build.gradle,-b
grep -b 'postgresql' build.gradle,Find the byte offset of the line containing 'postgresql' in build.gradle,build.gradle,-b
grep -b 'spring-boot-starter-data-jpa' build.gradle,Find the byte offset of the line containing 'spring-boot-starter-data-jpa' in build.gradle,build.gradle,-b
grep -b 'spring-boot-starter-thymeleaf' build.gradle,Find the byte offset of the line containing 'spring-boot-starter-thymeleaf' in build.gradle,build.gradle,-b
grep -b 'spring-boot-starter-security' build.gradle,Find the byte offset of the line containing 'spring-boot-starter-security' in build.gradle,build.gradle,-b
grep -b 'dependencies' build.gradle,Find the byte offset of the line containing 'dependencies' in build.gradle,build.gradle,-b
grep -b '}' build.gradle,Find the byte offsets of all lines containing '}' in build.gradle,build.gradle,-b
grep -b ' ' build.gradle,Find the byte offsets of all lines containing a space in build.gradle,build.gradle,-b
grep -b 'fmt.Println' main.go,Find lines containing 'fmt.Println' and print their byte offsets.,main.go,-b
grep -b 'os.Args' main.go,Find lines containing 'os.Args' and print their byte offsets.,main.go,-b
grep -b 'strings.Join' main.go,Find lines containing 'strings.Join' and print their byte offsets.,main.go,-b
grep -b 'package main' main.go,Find lines containing 'package main' and print their byte offsets.,main.go,-b
grep -b 'import' main.go,Find lines containing 'import' and print their byte offsets.,main.go,-b
grep -b 'func main' main.go,Find lines containing 'func main' and print their byte offsets.,main.go,-b
grep -b 'fmt.Println' main.go | grep -b 'os.Args',Find lines containing both 'fmt.Println' and 'os.Args' and print their byte offsets.,main.go,-b
grep -b 'strings.Join' main.go | grep -b 'os.Args',Find lines containing both 'strings.Join' and 'os.Args' and print their byte offsets.,main.go,-b
grep -b 'package main' main.go | grep -b 'func main',Find lines containing both 'package main' and 'func main' and print their byte offsets.,main.go,-b
grep -b 'import' main.go | grep -b 'func main',Find lines containing both 'import' and 'func main' and print their byte offsets.,main.go,-b
"grep -b 'Hello, world!' index.php","Find the byte offset of the line containing 'Hello, world!' in index.php",index.php,-b
grep -b '<?php' index.php,Find the byte offset of the line containing the opening PHP tag in index.php,index.php,-b
grep -b 'echo' index.php,Find the byte offset of the line containing the 'echo' function in index.php,index.php,-b
grep -b 'body' styles.css,Find the byte offset of the line containing the 'body' selector in styles.css,index.php,-b
grep -b 'background-color' styles.css,Find the byte offset of the line containing the 'background-color' property in styles.css,index.php,-b
grep -b '#fff' styles.css,Find the byte offset of the line containing the '#fff' color value in styles.css,index.php,-b
grep -b 'color' styles.css,Find the byte offset of the line containing the 'color' property in styles.css,index.php,-b
grep -b '#000' styles.css,Find the byte offset of the line containing the '#000' color value in styles.css,index.php,-b
grep -b '}' styles.css,Find the byte offset of the line containing the closing curly brace in styles.css,index.php,-b
grep -b '/*' styles.css,Find the byte offset of the line containing a comment in styles.css,index.php,-b
grep -b 'This is a sample text notes file.' notes.txt,Find the byte offset of the line containing 'This is a sample text notes file.',notes.txt,-b
grep -b '^Notes:' notes.txt,Find the byte offset of the line starting with 'Notes:',notes.txt,-b
grep -b 'It is a plain text file' notes.txt,Find the byte offset of the line containing 'It is a plain text file',notes.txt,-b
"grep -b 'Notes can be added, deleted, or modified as needed.' notes.txt","Find the byte offset of the line containing 'Notes can be added, deleted, or modified as needed.'",notes.txt,-b
grep -b 'The file can be edited and saved easily.' notes.txt,Find the byte offset of the line containing 'The file can be edited and saved easily.',notes.txt,-b
grep -b 'It can be used to write down any kind of notes.' notes.txt,Find the byte offset of the line containing 'It can be used to write down any kind of notes.',notes.txt,-b
grep -b 'Notes:' notes.txt | head -n 1,Find the byte offset of the first line starting with 'Notes:',notes.txt,-b
grep -b 'Notes:' notes.txt | tail -n 1,Find the byte offset of the last line starting with 'Notes:',notes.txt,-b
grep -b 'Notes:' notes.txt | wc -l,Count the number of lines starting with 'Notes:',notes.txt,-b
grep -b 'Notes:' notes.txt | awk '{print $1}',Extract the byte offset of each line starting with 'Notes:',notes.txt,-b
grep -b 'This is a file' backup.bak,Find the line containing the text 'This is a file' and print the byte offset before the line.,backup.bak,-b
grep -b 'backup' backup.bak,Find all lines containing the word 'backup' and print the byte offset before each line.,backup.bak,-b
grep -b '^This' backup.bak,Find all lines starting with 'This' and print the byte offset before each line.,backup.bak,-b
grep -b 'file or folder' backup.bak,Find all lines containing the phrase 'file or folder' and print the byte offset before each line.,backup.bak,-b
grep -b 'lost or damaged' backup.bak,Find all lines containing the phrase 'lost or damaged' and print the byte offset before each line.,backup.bak,-b
grep -b 'restore' backup.bak,Find all lines containing the word 'restore' and print the byte offset before each line.,backup.bak,-b
grep -b 'original' backup.bak,Find all lines containing the word 'original' and print the byte offset before each line.,backup.bak,-b
grep -b 'case it is' backup.bak,Find all lines containing the phrase 'case it is' and print the byte offset before each line.,backup.bak,-b
grep -b 'used to' backup.bak,Find all lines containing the phrase 'used to' and print the byte offset before each line.,backup.bak,-b
grep -b 'in case' backup.bak,Find all lines containing the phrase 'in case' and print the byte offset before each line.,backup.bak,-b
grep -b 'Laundry' todo.txt,Find the byte offset of the line containing 'Laundry' in todo.txt,todo.txt,-b
grep -b 'Grocery shopping' todo.txt,Find the byte offset of the line containing 'Grocery shopping' in todo.txt,todo.txt,-b
grep -b 'Pay bills' todo.txt,Find the byte offset of the line containing 'Pay bills' in todo.txt,todo.txt,-b
grep -b 'Finish project proposal' todo.txt,Find the byte offset of the line containing 'Finish project proposal' in todo.txt,todo.txt,-b
grep -b 'Call mom' todo.txt,Find the byte offset of the line containing 'Call mom' in todo.txt,todo.txt,-b
grep -b 'Tasks for the day' todo.txt,Find the byte offset of the line containing 'Tasks for the day' in todo.txt,todo.txt,-b
grep -b -E 'Laundry|Grocery shopping' todo.txt,Find the byte offsets of the lines containing either 'Laundry' or 'Grocery shopping' in todo.txt,todo.txt,-b
grep -b -i 'call' todo.txt,Find the byte offsets of the lines containing 'call' (case-insensitive) in todo.txt,todo.txt,-b
grep -b -v 'Pay bills' todo.txt,Find the byte offsets of all lines in todo.txt that do not contain 'Pay bills',todo.txt,-b
grep -b '^-' todo.txt,Find the byte offsets of all lines in todo.txt that start with a hyphen,todo.txt,-b
grep -b 'project' README,Find lines containing the word 'project' and print their byte offsets.,README,-b
grep -b '^#' README,Find lines starting with '#' (likely headings) and print their byte offsets.,README,-b
grep -b 'TODO' README,Find lines containing 'TODO' (potential tasks) and print their byte offsets.,README,-b
grep -b 'example' README,Find lines containing 'example' (potential code snippets) and print their byte offsets.,README,-b
grep -b 'installation' README,Find lines containing 'installation' (likely instructions) and print their byte offsets.,README,-b
grep -b 'usage' README,Find lines containing 'usage' (likely instructions) and print their byte offsets.,README,-b
grep -b 'contributing' README,Find lines containing 'contributing' (likely guidelines) and print their byte offsets.,README,-b
grep -b 'license' README,Find lines containing 'license' (likely legal information) and print their byte offsets.,README,-b
grep -b 'author' README,Find lines containing 'author' (likely credits) and print their byte offsets.,README,-b
grep -b 'version' README,Find lines containing 'version' (likely project version) and print their byte offsets.,README,-b
grep -b 'Apache License',Finds all lines containing 'Apache License' and prints the byte offset before each line.,LICENSE,-b
grep -b 'Version 2.0',Finds all lines containing 'Version 2.0' and prints the byte offset before each line.,LICENSE,-b
grep -b 'http://www.apache.org/licenses/',Finds all lines containing the URL and prints the byte offset before each line.,LICENSE,-b
grep -b 'The Apache Software Foundation',Finds all lines containing 'The Apache Software Foundation' and prints the byte offset before each line.,LICENSE,-b
grep -b 'January 2004',Finds all lines containing 'January 2004' and prints the byte offset before each line.,LICENSE,-b
grep -b '^The Apache Software Foundation',Finds all lines starting with 'The Apache Software Foundation' and prints the byte offset before each line.,LICENSE,-b
grep -b '^Version 2.0',Finds all lines starting with 'Version 2.0' and prints the byte offset before each line.,LICENSE,-b
grep -b '^http://www.apache.org/licenses/',Finds all lines starting with the URL and prints the byte offset before each line.,LICENSE,-b
grep -b '.*Foundation.*',Finds all lines containing 'Foundation' and prints the byte offset before each line.,LICENSE,-b
grep -b '.*License.*',Finds all lines containing 'License' and prints the byte offset before each line.,LICENSE,-b
grep -b 'CFLAGS' Makefile,Find the line containing 'CFLAGS' and print the byte offset before it.,Makefile,-b
grep -b 'gcc' Makefile,Find the line containing 'gcc' and print the byte offset before it.,Makefile,-b
grep -b 'main.o' Makefile,Find the line containing 'main.o' and print the byte offset before it.,Makefile,-b
grep -b 'helper.o' Makefile,Find the line containing 'helper.o' and print the byte offset before it.,Makefile,-b
grep -b 'myprogram' Makefile,Find the line containing 'myprogram' and print the byte offset before it.,Makefile,-b
grep -b 'all:' Makefile,Find the line containing 'all:' and print the byte offset before it.,Makefile,-b
grep -b 'clean:' Makefile,Find the line containing 'clean:' and print the byte offset before it.,Makefile,-b
grep -b 'rm -f' Makefile,Find the line containing 'rm -f' and print the byte offset before it.,Makefile,-b
grep -b '$(CC)' Makefile,Find the line containing '$(CC)' and print the byte offset before it.,Makefile,-b
grep -b '$(CFLAGS)' Makefile,Find the line containing '$(CFLAGS)' and print the byte offset before it.,Makefile,-b
grep -b 'FROM ubuntu' Dockerfile,Find the line containing 'FROM ubuntu' and print the byte offset before it.,Dockerfile,-b
grep -b 'apt-get install' Dockerfile,Find all lines containing 'apt-get install' and print the byte offset before each line.,Dockerfile,-b
grep -b 'CMD' Dockerfile,Find the line containing 'CMD' and print the byte offset before it.,Dockerfile,-b
grep -b 'RUN apt-get update' Dockerfile,Find the line containing 'RUN apt-get update' and print the byte offset before it.,Dockerfile,-b
grep -b '&& apt-get install -y --no-install-recommends' Dockerfile,Find the line containing '&& apt-get install -y --no-install-recommends' and print the byte offset before it.,Dockerfile,-b
grep -b 'sudo' Dockerfile,Find the line containing 'sudo' and print the byte offset before it.,Dockerfile,-b
grep -b 'git' Dockerfile,Find the line containing 'git' and print the byte offset before it.,Dockerfile,-b
grep -b 'build-essential' Dockerfile,Find the line containing 'build-essential' and print the byte offset before it.,Dockerfile,-b
grep -b 'software-properties-common' Dockerfile,Find the line containing 'software-properties-common' and print the byte offset before it.,Dockerfile,-b
grep -b '/bin/bash' Dockerfile,Find the line containing '/bin/bash' and print the byte offset before it.,Dockerfile,-b
grep -b 'ubuntu/trusty64' Vagrantfile,Find the line containing 'ubuntu/trusty64' and print the byte offset before the line.,Vagrantfile,-b
grep -b '^config.vm.box' Vagrantfile,Find the line starting with 'config.vm.box' and print the byte offset before the line.,Vagrantfile,-b
grep -b 'Vagrant.configure' Vagrantfile,Find the line containing 'Vagrant.configure' and print the byte offset before the line.,Vagrantfile,-b
grep -b 'end' Vagrantfile,Find the line containing 'end' and print the byte offset before the line.,Vagrantfile,-b
grep -b 'config.vm' Vagrantfile,Find the line containing 'config.vm' and print the byte offset before the line.,Vagrantfile,-b
"grep -b 'config.vm.box = ""ubuntu/trusty64""' Vagrantfile","Find the line containing 'config.vm.box = ""ubuntu/trusty64""' and print the byte offset before the line.",Vagrantfile,-b
grep -b 'config.vm.box' Vagrantfile | grep -b 'ubuntu/trusty64',"Find the line containing 'config.vm.box' and then find the line containing 'ubuntu/trusty64' within that line, printing the byte offset before each line.",Vagrantfile,-b
grep -b 'config.vm.box' Vagrantfile | grep -b 'ubuntu/trusty64' | head -n 1,"Find the line containing 'config.vm.box' and then find the line containing 'ubuntu/trusty64' within that line, printing the byte offset before the first matching line.",Vagrantfile,-b
grep -b 'config.vm.box' Vagrantfile | grep -b 'ubuntu/trusty64' | tail -n 1,"Find the line containing 'config.vm.box' and then find the line containing 'ubuntu/trusty64' within that line, printing the byte offset before the last matching line.",Vagrantfile,-b
grep -b 'config.vm.box' Vagrantfile | grep -b 'ubuntu/trusty64' | wc -l,"Find the line containing 'config.vm.box' and then find the line containing 'ubuntu/trusty64' within that line, counting the number of matching lines.",Vagrantfile,-b
grep -b 'application' config,Find all lines containing the word 'application' and print the byte offset of each line.,config,-b
grep -b '^#' config,Find all lines starting with '#' and print the byte offset of each line.,config,-b
grep -b 'library' config,Find all lines containing the word 'library' and print the byte offset of each line.,config,-b
grep -b 'plugin' config,Find all lines containing the word 'plugin' and print the byte offset of each line.,config,-b
grep -b 'root directory' config,Find all lines containing the phrase 'root directory' and print the byte offset of each line.,config,-b
grep -b 'configurations' config,Find all lines containing the word 'configurations' and print the byte offset of each line.,config,-b
grep -b 'store' config,Find all lines containing the word 'store' and print the byte offset of each line.,config,-b
grep -b 'config file' config,Find all lines containing the phrase 'config file' and print the byte offset of each line.,config,-b
grep -b 'used' config,Find all lines containing the word 'used' and print the byte offset of each line.,config,-b
grep -b 'placed' config,Find all lines containing the word 'placed' and print the byte offset of each line.,config,-b
grep -b '10' data,Find lines containing the number '10' and print the byte offset of each match.,data,-b
grep -b '^1' data,Find lines starting with the number '1' and print the byte offset of each match.,data,-b
grep -b '2[0-9]' data,Find lines containing numbers starting with '2' and print the byte offset of each match.,data,-b
grep -b '^[0-9]*$' data,Find lines containing only numbers and print the byte offset of each match.,data,-b
grep -b '1[0-9]' data | grep -b '2[0-9]' data,Find lines containing numbers starting with '1' or '2' and print the byte offset of each match.,data,-b
grep -b '1[0-9]' data | grep -b '2[0-9]' data | grep -b '3[0-9]' data,"Find lines containing numbers starting with '1', '2', or '3' and print the byte offset of each match.",data,-b
grep -b '1[0-9]' data | grep -b '2[0-9]' data | grep -b '3[0-9]' data | grep -b '4[0-9]' data,"Find lines containing numbers starting with '1', '2', '3', or '4' and print the byte offset of each match.",data,-b
grep -b '1[0-9]' data | grep -b '2[0-9]' data | grep -b '3[0-9]' data | grep -b '4[0-9]' data | grep -b '5[0-9]' data,"Find lines containing numbers starting with '1', '2', '3', '4', or '5' and print the byte offset of each match.",data,-b
grep -b '1[0-9]' data | grep -b '2[0-9]' data | grep -b '3[0-9]' data | grep -b '4[0-9]' data | grep -b '5[0-9]' data | grep -b '6[0-9]' data,"Find lines containing numbers starting with '1', '2', '3', '4', '5', or '6' and print the byte offset of each match.",data,-b
grep -b '1[0-9]' data | grep -b '2[0-9]' data | grep -b '3[0-9]' data | grep -b '4[0-9]' data | grep -b '5[0-9]' data | grep -b '6[0-9]' data | grep -b '7[0-9]' data,"Find lines containing numbers starting with '1', '2', '3', '4', '5', '6', or '7' and print the byte offset of each match.",data,-b
grep -b 'ERROR' logfile,Find lines containing the word 'ERROR' and print the byte offset of each line.,logfile,-b
grep -b 'WARNING' logfile,Find lines containing the word 'WARNING' and print the byte offset of each line.,logfile,-b
grep -b 'FATAL' logfile,Find lines containing the word 'FATAL' and print the byte offset of each line.,logfile,-b
grep -b 'DEBUG' logfile,Find lines containing the word 'DEBUG' and print the byte offset of each line.,logfile,-b
grep -b 'INFO' logfile,Find lines containing the word 'INFO' and print the byte offset of each line.,logfile,-b
grep -b 'CRITICAL' logfile,Find lines containing the word 'CRITICAL' and print the byte offset of each line.,logfile,-b
grep -b 'NOTICE' logfile,Find lines containing the word 'NOTICE' and print the byte offset of each line.,logfile,-b
grep -b 'WARNING' logfile | grep -b 'IP address',Find lines containing the word 'WARNING' and the phrase 'IP address' and print the byte offset of each line.,logfile,-b
grep -b 'ERROR' logfile | grep -b 'failed',Find lines containing the word 'ERROR' and the word 'failed' and print the byte offset of each line.,logfile,-b
grep -b 'FATAL' logfile | grep -b 'connection',Find lines containing the word 'FATAL' and the word 'connection' and print the byte offset of each line.,logfile,-b
grep -b 'sample' script,Find lines containing the word 'sample' and print the byte offset of each line.,script,-b
grep -b '^This' script,Find lines starting with 'This' and print the byte offset of each line.,script,-b
grep -b 'script' script,Find lines containing the word 'script' and print the byte offset of each line.,script,-b
grep -b -E 'sample|script' script,Find lines containing either 'sample' or 'script' and print the byte offset of each line.,script,-b
grep -b -v 'This' script,Find lines not containing 'This' and print the byte offset of each line.,script,-b
grep -b -i 'SAMPLE' script,Find lines containing 'SAMPLE' (case-insensitive) and print the byte offset of each line.,script,-b
grep -b -w 'script' script,Find lines containing the whole word 'script' and print the byte offset of each line.,script,-b
grep -b -n 'script' script,Find lines containing 'script' and print the line number and byte offset of each line.,script,-b
grep -b -o 'script' script,Find lines containing 'script' and print only the matching part with the byte offset.,script,-b
grep -b -c 'script' script,Count the number of lines containing 'script' and print the byte offset of the first match.,script,-b
grep -b 'Buy groceries' todo,Find the byte offset of the line containing 'Buy groceries' in the todo file.,todo,-b
grep -b 'Finish homework' todo,Find the byte offset of the line containing 'Finish homework' in the todo file.,todo,-b
grep -b 'Schedule dentist appointment' todo,Find the byte offset of the line containing 'Schedule dentist appointment' in the todo file.,todo,-b
grep -b 'Pick up dry cleaning' todo,Find the byte offset of the line containing 'Pick up dry cleaning' in the todo file.,todo,-b
grep -b 'Call mom' todo,Find the byte offset of the line containing 'Call mom' in the todo file.,todo,-b
grep -b '.*homework.*' todo,Find the byte offset of all lines containing the word 'homework' in the todo file.,todo,-b
grep -b '.*appointment.*' todo,Find the byte offset of all lines containing the word 'appointment' in the todo file.,todo,-b
grep -b '.*cleaning.*' todo,Find the byte offset of all lines containing the word 'cleaning' in the todo file.,todo,-b
grep -b '.*mom.*' todo,Find the byte offset of all lines containing the word 'mom' in the todo file.,todo,-b
grep -b '.*groceries.*' todo,Find the byte offset of all lines containing the word 'groceries' in the todo file.,todo,-b
grep -b 'pattern' *.txt,Find lines containing 'pattern' in all files ending with '.txt' and print the byte offset of each matching line.,*.txt,-b
grep -b -i 'pattern' *.txt,Find lines containing 'pattern' (case-insensitive) in all files ending with '.txt' and print the byte offset of each matching line.,*.txt,-b
grep -b -E 'pattern' *.txt,Find lines matching the extended regular expression 'pattern' in all files ending with '.txt' and print the byte offset of each matching line.,*.txt,-b
grep -b -w 'pattern' *.txt,Find lines containing 'pattern' as a whole word in all files ending with '.txt' and print the byte offset of each matching line.,*.txt,-b
grep -b -v 'pattern' *.txt,Find lines not containing 'pattern' in all files ending with '.txt' and print the byte offset of each matching line.,*.txt,-b
grep -b -n 'pattern' *.txt,Find lines containing 'pattern' in all files ending with '.txt' and print the line number and byte offset of each matching line.,*.txt,-b
grep -b -c 'pattern' *.txt,Count the number of lines containing 'pattern' in all files ending with '.txt' and print the byte offset of each matching line.,*.txt,-b
grep -b -o 'pattern' *.txt,Print only the matched portion of lines containing 'pattern' in all files ending with '.txt' and print the byte offset of each matching line.,*.txt,-b
grep -b -l 'pattern' *.txt,Print the names of files ending with '.txt' that contain lines matching 'pattern' and print the byte offset of each matching line.,*.txt,-b
grep -b -H 'pattern' *.txt,Print the filename and byte offset before each line containing 'pattern' in all files ending with '.txt'.,*.txt,-b
grep -b 'pattern' data*.csv,Find lines containing 'pattern' in all files matching 'data*.csv' and print the byte offset of each matching line.,data*.csv,-b
grep -b -i 'pattern' data*.csv,Find lines containing 'pattern' (case-insensitive) in all files matching 'data*.csv' and print the byte offset of each matching line.,data*.csv,-b
grep -b -E 'pattern' data*.csv,Find lines containing 'pattern' (using extended regular expressions) in all files matching 'data*.csv' and print the byte offset of each matching line.,data*.csv,-b
grep -b -w 'pattern' data*.csv,Find lines containing 'pattern' as a whole word in all files matching 'data*.csv' and print the byte offset of each matching line.,data*.csv,-b
grep -b -v 'pattern' data*.csv,Find lines not containing 'pattern' in all files matching 'data*.csv' and print the byte offset of each matching line.,data*.csv,-b
grep -b -n 'pattern' data*.csv,Find lines containing 'pattern' in all files matching 'data*.csv' and print the byte offset and line number of each matching line.,data*.csv,-b
grep -b -c 'pattern' data*.csv,Count the number of lines containing 'pattern' in all files matching 'data*.csv' and print the byte offset of the first matching line.,data*.csv,-b
grep -b -o 'pattern' data*.csv,Print only the matching parts of lines containing 'pattern' in all files matching 'data*.csv' and print the byte offset of each matching part.,data*.csv,-b
grep -b -H 'pattern' data*.csv,Find lines containing 'pattern' in all files matching 'data*.csv' and print the byte offset and filename of each matching line.,data*.csv,-b
grep -b -l 'pattern' data*.csv,Print the names of files matching 'data*.csv' that contain lines matching 'pattern' and print the byte offset of the first matching line in each file.,data*.csv,-b
grep -b 'error' log?.log,Find lines containing 'error' in all files matching the pattern 'log?.log' and print the byte offset of each matching line.,log?.log,-b
grep -b -i 'warning' log?.log,Find lines containing 'warning' (case-insensitive) in all files matching the pattern 'log?.log' and print the byte offset of each matching line.,log?.log,-b
grep -b '^INFO' log?.log,Find lines starting with 'INFO' in all files matching the pattern 'log?.log' and print the byte offset of each matching line.,log?.log,-b
grep -b 'timestamp' log?.log,Find lines containing 'timestamp' in all files matching the pattern 'log?.log' and print the byte offset of each matching line.,log?.log,-b
grep -b '127.0.0.1' log?.log,Find lines containing '127.0.0.1' in all files matching the pattern 'log?.log' and print the byte offset of each matching line.,log?.log,-b
grep -b 'GET /api/v1/users' log?.log,Find lines containing 'GET /api/v1/users' in all files matching the pattern 'log?.log' and print the byte offset of each matching line.,log?.log,-b
grep -b '404 Not Found' log?.log,Find lines containing '404 Not Found' in all files matching the pattern 'log?.log' and print the byte offset of each matching line.,log?.log,-b
grep -b 'database connection error' log?.log,Find lines containing 'database connection error' in all files matching the pattern 'log?.log' and print the byte offset of each matching line.,log?.log,-b
grep -b 'authentication failed' log?.log,Find lines containing 'authentication failed' in all files matching the pattern 'log?.log' and print the byte offset of each matching line.,log?.log,-b
grep -b 'user agent:' log?.log,Find lines containing 'user agent:' in all files matching the pattern 'log?.log' and print the byte offset of each matching line.,log?.log,-b
grep -b 'pattern' [a-c]*.md,Find lines containing 'pattern' in all files matching the pattern [a-c]*.md and print the byte offset before each line.,[a-c]*.md,-b
grep -b -i 'pattern' [a-c]*.md,Find lines containing 'pattern' (case-insensitive) in all files matching the pattern [a-c]*.md and print the byte offset before each line.,[a-c]*.md,-b
grep -b -E 'pattern' [a-c]*.md,Find lines containing 'pattern' (using extended regular expressions) in all files matching the pattern [a-c]*.md and print the byte offset before each line.,[a-c]*.md,-b
grep -b -w 'pattern' [a-c]*.md,Find lines containing 'pattern' as a whole word in all files matching the pattern [a-c]*.md and print the byte offset before each line.,[a-c]*.md,-b
grep -b -v 'pattern' [a-c]*.md,Find lines not containing 'pattern' in all files matching the pattern [a-c]*.md and print the byte offset before each line.,[a-c]*.md,-b
grep -b -n 'pattern' [a-c]*.md,Find lines containing 'pattern' in all files matching the pattern [a-c]*.md and print the byte offset and line number before each line.,[a-c]*.md,-b
grep -b -r 'pattern' [a-c]*.md,Recursively find lines containing 'pattern' in all files matching the pattern [a-c]*.md and print the byte offset before each line.,[a-c]*.md,-b
grep -b -l 'pattern' [a-c]*.md,Find files matching the pattern [a-c]*.md that contain 'pattern' and print the byte offset before each line.,[a-c]*.md,-b
grep -b -c 'pattern' [a-c]*.md,Count the number of lines containing 'pattern' in all files matching the pattern [a-c]*.md and print the byte offset before each line.,[a-c]*.md,-b
grep -b -h 'pattern' [a-c]*.md,"Find lines containing 'pattern' in all files matching the pattern [a-c]*.md and print the byte offset before each line, suppressing file names.",[a-c]*.md,-b
grep -b 'password' config*.conf,Find lines containing the word 'password' in all files matching the pattern 'config*.conf' and print the byte offset of each match.,config*.conf,-b
grep -b '^database' config*.conf,Find lines starting with the word 'database' in all files matching the pattern 'config*.conf' and print the byte offset of each match.,config*.conf,-b
grep -b 'localhost' config*.conf,Find lines containing the word 'localhost' in all files matching the pattern 'config*.conf' and print the byte offset of each match.,config*.conf,-b
grep -b 'port' config*.conf,Find lines containing the word 'port' in all files matching the pattern 'config*.conf' and print the byte offset of each match.,config*.conf,-b
grep -b 'secret' config*.conf,Find lines containing the word 'secret' in all files matching the pattern 'config*.conf' and print the byte offset of each match.,config*.conf,-b
grep -b 'key' config*.conf,Find lines containing the word 'key' in all files matching the pattern 'config*.conf' and print the byte offset of each match.,config*.conf,-b
grep -b 'token' config*.conf,Find lines containing the word 'token' in all files matching the pattern 'config*.conf' and print the byte offset of each match.,config*.conf,-b
grep -b 'api_key' config*.conf,Find lines containing the phrase 'api_key' in all files matching the pattern 'config*.conf' and print the byte offset of each match.,config*.conf,-b
grep -b 'username' config*.conf,Find lines containing the word 'username' in all files matching the pattern 'config*.conf' and print the byte offset of each match.,config*.conf,-b
